NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;
19;2;29;2:19.171;0;;40.630;0;48.313;0;50.228;0;141.5;1:02:07.499;12:47:35.829;0:40.630;0:48.313;0:50.228;;Gregory Liefooghe;0:01:28.696;GS;;Stephen Cameron Racing;Ford;FCY;
19;2;30;2:42.799;0;;36.642;0;55.028;0;1:11.129;0;121.0;1:04:50.298;12:50:18.628;0:36.642;0:55.028;1:11.129;;Gregory Liefooghe;;GS;;Stephen Cameron Racing;Ford;FCY;
19;2;31;2:57.848;0;;53.190;0;1:12.850;0;51.808;0;110.8;1:07:48.146;12:53:16.476;0:53.190;1:12.850;0:51.808;;Gregory Liefooghe;;GS;;Stephen Cameron Racing;Ford;GF;
19;2;32;1:58.080;0;;26.977;2;45.067;0;46.036;0;166.8;1:09:46.226;12:55:14.556;0:26.977;0:45.067;0:46.036;;Gregory Liefooghe;;GS;;Stephen Cameron Racing;Ford;GF;
19;2;33;1:57.710;0;;27.270;0;44.467;0;45.973;0;167.3;1:11:43.936;12:57:12.266;0:27.270;0:44.467;0:45.973;;Gregory Liefooghe;;GS;;Stephen Cameron Racing;Ford;GF;
19;2;34;1:57.256;0;;27.112;0;44.281;0;45.863;0;168.0;1:13:41.192;12:59:09.522;0:27.112;0:44.281;0:45.863;;Gregory Liefooghe;;GS;;Stephen Cameron Racing;Ford;GF;
19;2;35;1:57.419;0;;27.234;0;44.294;0;45.891;0;167.8;1:15:38.611;13:01:06.941;0:27.234;0:44.294;0:45.891;;Gregory Liefooghe;;GS;;Stephen Cameron Racing;Ford;GF;
19;2;36;1:57.528;0;;27.198;0;44.343;0;45.987;0;167.6;1:17:36.139;13:03:04.469;0:27.198;0:44.343;0:45.987;;Gregory Liefooghe;;GS;;Stephen Cameron Racing;Ford;GF;
19;2;37;1:57.868;0;;27.479;0;44.454;0;45.935;0;167.1;1:19:34.007;13:05:02.337;0:27.479;0:44.454;0:45.935;;Gregory Liefooghe;;GS;;Stephen Cameron Racing;Ford;GF;
19;2;38;1:57.986;0;;27.243;0;44.939;0;45.804;0;167.0;1:21:31.993;13:07:00.323;0:27.243;0:44.939;0:45.804;;Gregory Liefooghe;;GS;;Stephen Cameron Racing;Ford;GF;
19;2;39;1:57.398;0;;27.260;0;44.162;0;45.976;0;167.8;1:23:29.391;13:08:57.721;0:27.260;0:44.162;0:45.976;;Gregory Liefooghe;;GS;;Stephen Cameron Racing;Ford;GF;
19;2;40;1:57.754;0;;27.242;0;44.530;0;45.982;0;167.3;1:25:27.145;13:10:55.475;0:27.242;0:44.530;0:45.982;;Gregory Liefooghe;;GS;;Stephen Cameron Racing;Ford;GF;
19;2;41;1:57.518;0;;27.176;0;44.409;0;45.933;0;167.6;1:27:24.663;13:12:52.993;0:27.176;0:44.409;0:45.933;;Gregory Liefooghe;;GS;;Stephen Cameron Racing;Ford;GF;
19;2;42;1:58.034;0;;27.196;0;44.574;0;46.264;0;166.9;1:29:22.697;13:14:51.027;0:27.196;0:44.574;0:46.264;;Gregory Liefooghe;;GS;;Stephen Cameron Racing;Ford;GF;
19;2;43;1:58.956;0;;27.627;0;44.978;0;46.351;0;165.6;1:31:21.653;13:16:49.983;0:27.627;0:44.978;0:46.351;;Gregory Liefooghe;;GS;;Stephen Cameron Racing;Ford;GF;
19;2;44;1:57.336;0;;27.206;0;44.246;0;45.884;0;167.9;1:33:18.989;13:18:47.319;0:27.206;0:44.246;0:45.884;;Gregory Liefooghe;;GS;;Stephen Cameron Racing;Ford;GF;
19;2;45;1:57.104;2;;27.282;0;44.121;2;45.701;2;168.2;1:35:16.093;13:20:44.423;0:27.282;0:44.121;0:45.701;;Gregory Liefooghe;;GS;;Stephen Cameron Racing;Ford;GF;
19;2;46;1:57.661;0;;27.186;0;44.291;0;46.184;0;167.4;1:37:13.754;13:22:42.084;0:27.186;0:44.291;0:46.184;;Gregory Liefooghe;;GS;;Stephen Cameron Racing;Ford;GF;
19;2;47;1:58.004;0;;27.405;0;44.275;0;46.324;0;166.9;1:39:11.758;13:24:40.088;0:27.405;0:44.275;0:46.324;;Gregory Liefooghe;;GS;;Stephen Cameron Racing;Ford;GF;
19;2;48;1:57.350;0;;27.303;0;44.268;0;45.779;0;167.9;1:41:09.108;13:26:37.438;0:27.303;0:44.268;0:45.779;;Gregory Liefooghe;;GS;;Stephen Cameron Racing;Ford;GF;
19;2;49;1:57.331;0;;27.096;0;44.350;0;45.885;0;167.9;1:43:06.439;13:28:34.769;0:27.096;0:44.350;0:45.885;;Gregory Liefooghe;;GS;;Stephen Cameron Racing;Ford;GF;
19;2;50;1:57.541;0;;27.228;0;44.275;0;46.038;0;167.6;1:45:03.980;13:30:32.310;0:27.228;0:44.275;0:46.038;;Gregory Liefooghe;;GS;;Stephen Cameron Racing;Ford;GF;
19;2;51;2:10.990;0;;27.158;0;48.249;0;55.583;0;150.4;1:47:14.970;13:32:43.300;0:27.158;0:48.249;0:55.583;;Gregory Liefooghe;;GS;;Stephen Cameron Racing;Ford;FCY;
19;2;52;3:22.240;0;;52.364;0;1:30.500;0;59.376;0;97.4;1:50:37.210;13:36:05.540;0:52.364;1:30.500;0:59.376;;Gregory Liefooghe;;GS;;Stephen Cameron Racing;Ford;GF;
19;2;53;2:00.178;0;;27.267;0;46.909;0;46.002;0;163.9;1:52:37.388;13:38:05.718;0:27.267;0:46.909;0:46.002;;Gregory Liefooghe;;GS;;Stephen Cameron Racing;Ford;GF;
2;2;1;2:07.395;0;;33.674;0;46.812;0;46.909;0;154.6;2:07.395;11:47:35.725;0:33.674;0:46.812;0:46.909;;Phil Fayer;;GS;;CSM;Porsche;GF;
2;2;2;2:00.368;0;;27.522;0;45.958;0;46.888;0;163.7;4:07.763;11:49:36.093;0:27.522;0:45.958;0:46.888;;Phil Fayer;;GS;;CSM;Porsche;GF;
2;2;3;2:29.322;0;;29.666;0;59.134;0;1:00.522;0;131.9;6:37.085;11:52:05.415;0:29.666;0:59.134;1:00.522;;Phil Fayer;;GS;;CSM;Porsche;FCY;
2;2;4;3:01.629;0;;43.461;0;1:15.151;0;1:03.017;0;108.5;9:38.714;11:55:07.044;0:43.461;1:15.151;1:03.017;;Phil Fayer;;GS;;CSM;Porsche;GF;
2;2;5;2:00.339;0;;27.692;0;45.940;0;46.707;0;163.7;11:39.053;11:57:07.383;0:27.692;0:45.940;0:46.707;;Phil Fayer;;GS;;CSM;Porsche;GF;
2;2;6;1:59.971;0;;27.776;0;45.787;0;46.408;0;164.2;13:39.024;11:59:07.354;0:27.776;0:45.787;0:46.408;;Phil Fayer;;GS;;CSM;Porsche;GF;
2;2;7;1:59.507;0;;27.590;0;45.605;0;46.312;1;164.8;15:38.531;12:01:06.861;0:27.590;0:45.605;0:46.312;;Phil Fayer;;GS;;CSM;Porsche;GF;
2;2;8;1:59.632;0;;27.954;0;45.279;1;46.399;0;164.7;17:38.163;12:03:06.493;0:27.954;0:45.279;0:46.399;;Phil Fayer;;GS;;CSM;Porsche;GF;
2;2;9;2:00.687;0;;28.148;0;45.959;0;46.580;0;163.2;19:38.850;12:05:07.180;0:28.148;0:45.959;0:46.580;;Phil Fayer;;GS;;CSM;Porsche;GF;
2;2;10;1:59.863;0;;27.596;0;45.610;0;46.657;0;164.3;21:38.713;12:07:07.043;0:27.596;0:45.610;0:46.657;;Phil Fayer;;GS;;CSM;Porsche;GF;
2;2;11;2:00.973;0;;27.575;0;45.985;0;47.413;0;162.8;23:39.686;12:09:08.016;0:27.575;0:45.985;0:47.413;;Phil Fayer;;GS;;CSM;Porsche;GF;
2;2;12;1:59.384;0;;27.468;0;45.429;0;46.487;0;165.0;25:39.070;12:11:07.400;0:27.468;0:45.429;0:46.487;;Phil Fayer;;GS;;CSM;Porsche;GF;
2;2;13;2:00.129;0;;27.489;0;45.651;0;46.989;0;164.0;27:39.199;12:13:07.529;0:27.489;0:45.651;0:46.989;;Phil Fayer;;GS;;CSM;Porsche;GF;
2;2;14;2:01.235;0;;28.264;0;46.040;0;46.931;0;162.5;29:40.434;12:15:08.764;0:28.264;0:46.040;0:46.931;;Phil Fayer;;GS;;CSM;Porsche;GF;
2;2;15;2:01.805;0;;28.147;0;46.006;0;47.652;0;161.7;31:42.239;12:17:10.569;0:28.147;0:46.006;0:47.652;;Phil Fayer;;GS;;CSM;Porsche;GF;
2;2;16;2:01.129;0;;27.455;0;46.232;0;47.442;0;162.6;33:43.368;12:19:11.698;0:27.455;0:46.232;0:47.442;;Phil Fayer;;GS;;CSM;Porsche;GF;
2;2;17;2:01.167;0;;28.554;0;45.964;0;46.649;0;162.6;35:44.535;12:21:12.865;0:28.554;0:45.964;0:46.649;;Phil Fayer;;GS;;CSM;Porsche;GF;
2;2;18;2:00.277;0;;27.314;1;46.195;0;46.768;0;163.8;37:44.812;12:23:13.142;0:27.314;0:46.195;0:46.768;;Phil Fayer;;GS;;CSM;Porsche;GF;
2;2;19;2:01.418;0;;27.469;0;45.542;0;48.407;0;162.2;39:46.230;12:25:14.560;0:27.469;0:45.542;0:48.407;;Phil Fayer;;GS;;CSM;Porsche;GF;
2;2;20;2:00.488;0;;27.682;0;45.771;0;47.035;0;163.5;41:46.718;12:27:15.048;0:27.682;0:45.771;0:47.035;;Phil Fayer;;GS;;CSM;Porsche;GF;
2;2;21;3:03.105;0;B;27.756;0;45.825;0;1:49.524;0;107.6;44:49.823;12:30:18.153;0:27.756;0:45.825;1:49.524;;Phil Fayer;;GS;;CSM;Porsche;GF;
2;1;22;2:12.627;0;;40.008;0;46.177;0;46.442;0;148.5;47:02.450;12:32:30.780;0:40.008;0:46.177;0:46.442;;Robert Megennis;0:01:18.544;GS;;CSM;Porsche;GF;
2;1;23;1:57.226;0;;27.275;0;44.232;0;45.719;2;168.0;48:59.676;12:34:28.006;0:27.275;0:44.232;0:45.719;;Robert Megennis;;GS;;CSM;Porsche;GF;
2;1;24;1:56.896;2;;27.123;0;44.029;2;45.744;0;168.5;50:56.572;12:36:24.902;0:27.123;0:44.029;0:45.744;;Robert Megennis;;GS;;CSM;Porsche;GF;
2;1;25;1:57.088;0;;27.077;0;44.141;0;45.870;0;168.2;52:53.660;12:38:21.990;0:27.077;0:44.141;0:45.870;;Robert Megennis;;GS;;CSM;Porsche;GF;
2;1;26;1:57.172;0;;27.061;0;44.152;0;45.959;0;168.1;54:50.832;12:40:19.162;0:27.061;0:44.152;0:45.959;;Robert Megennis;;GS;;CSM;Porsche;FCY;
2;1;27;2:11.742;0;;30.090;0;51.787;0;49.865;0;149.5;57:02.574;12:42:30.904;0:30.090;0:51.787;0:49.865;;Robert Megennis;;GS;;CSM;Porsche;FCY;
2;1;28;2:31.777;0;B;27.577;0;44.768;0;1:19.432;0;129.8;59:34.351;12:45:02.681;0:27.577;0:44.768;1:19.432;;Robert Megennis;;GS;;CSM;Porsche;FCY;
2;1;29;2:29.134;0;;39.392;0;45.954;0;1:03.788;0;132.1;1:02:03.485;12:47:31.815;0:39.392;0:45.954;1:03.788;;Robert Megennis;0:00:51.138;GS;;CSM;Porsche;FCY;
2;1;30;2:43.831;0;;34.807;0;55.888;0;1:13.136;0;120.2;1:04:47.316;12:50:15.646;0:34.807;0:55.888;1:13.136;;Robert Megennis;;GS;;CSM;Porsche;FCY;
2;1;31;2:59.626;0;;53.468;0;1:12.765;0;53.393;0;109.7;1:07:46.942;12:53:15.272;0:53.468;1:12.765;0:53.393;;Robert Megennis;;GS;;CSM;Porsche;GF;
2;1;32;1:58.401;0;;27.092;0;45.398;0;45.911;0;166.4;1:09:45.343;12:55:13.673;0:27.092;0:45.398;0:45.911;;Robert Megennis;;GS;;CSM;Porsche;GF;
2;1;33;1:57.669;0;;27.213;0;44.532;0;45.924;0;167.4;1:11:43.012;12:57:11.342;0:27.213;0:44.532;0:45.924;;Robert Megennis;;GS;;CSM;Porsche;GF;
2;1;34;1:57.355;0;;27.071;0;44.199;0;46.085;0;167.9;1:13:40.367;12:59:08.697;0:27.071;0:44.199;0:46.085;;Robert Megennis;;GS;;CSM;Porsche;GF;
2;1;35;1:57.365;0;;27.029;2;44.351;0;45.985;0;167.8;1:15:37.732;13:01:06.062;0:27.029;0:44.351;0:45.985;;Robert Megennis;;GS;;CSM;Porsche;GF;
2;1;36;1:57.533;0;;27.164;0;44.297;0;46.072;0;167.6;1:17:35.265;13:03:03.595;0:27.164;0:44.297;0:46.072;;Robert Megennis;;GS;;CSM;Porsche;GF;
2;1;37;1:57.587;0;;27.203;0;44.325;0;46.059;0;167.5;1:19:32.852;13:05:01.182;0:27.203;0:44.325;0:46.059;;Robert Megennis;;GS;;CSM;Porsche;GF;
2;1;38;1:57.893;0;;27.369;0;44.426;0;46.098;0;167.1;1:21:30.745;13:06:59.075;0:27.369;0:44.426;0:46.098;;Robert Megennis;;GS;;CSM;Porsche;GF;
2;1;39;1:57.797;0;;27.288;0;44.340;0;46.169;0;167.2;1:23:28.542;13:08:56.872;0:27.288;0:44.340;0:46.169;;Robert Megennis;;GS;;CSM;Porsche;GF;
2;1;40;1:57.664;0;;27.220;0;44.362;0;46.082;0;167.4;1:25:26.206;13:10:54.536;0:27.220;0:44.362;0:46.082;;Robert Megennis;;GS;;CSM;Porsche;GF;
2;1;41;1:57.650;0;;27.167;0;44.322;0;46.161;0;167.4;1:27:23.856;13:12:52.186;0:27.167;0:44.322;0:46.161;;Robert Megennis;;GS;;CSM;Porsche;GF;
2;1;42;1:58.411;0;;27.316;0;44.499;0;46.596;0;166.4;1:29:22.267;13:14:50.597;0:27.316;0:44.499;0:46.596;;Robert Megennis;;GS;;CSM;Porsche;GF;
2;1;43;1:59.920;0;;28.016;0;44.790;0;47.114;0;164.3;1:31:22.187;13:16:50.517;0:28.016;0:44.790;0:47.114;;Robert Megennis;;GS;;CSM;Porsche;GF;
2;1;44;1:59.225;0;;27.611;0;44.713;0;46.901;0;165.2;1:33:21.412;13:18:49.742;0:27.611;0:44.713;0:46.901;;Robert Megennis;;GS;;CSM;Porsche;GF;
2;1;45;1:58.451;0;;27.301;0;44.680;0;46.470;0;166.3;1:35:19.863;13:20:48.193;0:27.301;0:44.680;0:46.470;;Robert Megennis;;GS;;CSM;Porsche;GF;
2;1;46;1:58.430;0;;27.320;0;44.761;0;46.349;0;166.3;1:37:18.293;13:22:46.623;0:27.320;0:44.761;0:46.349;;Robert Megennis;;GS;;CSM;Porsche;GF;
2;1;47;1:57.845;0;;27.237;0;44.373;0;46.235;0;167.2;1:39:16.138;13:24:44.468;0:27.237;0:44.373;0:46.235;;Robert Megennis;;GS;;CSM;Porsche;GF;
2;1;48;1:58.352;0;;27.316;0;44.511;0;46.525;0;166.4;1:41:14.490;13:26:42.820;0:27.316;0:44.511;0:46.525;;Robert Megennis;;GS;;CSM;Porsche;GF;
2;1;49;1:58.906;0;;27.411;0;44.859;0;46.636;0;165.7;1:43:13.396;13:28:41.726;0:27.411;0:44.859;0:46.636;;Robert Megennis;;GS;;CSM;Porsche;GF;
2;1;50;1:58.610;0;;27.330;0;44.786;0;46.494;0;166.1;1:45:12.006;13:30:40.336;0:27.330;0:44.786;0:46.494;;Robert Megennis;;GS;;CSM;Porsche;GF;
2;1;51;2:05.110;0;;27.322;0;46.753;0;51.035;0;157.4;1:47:17.116;13:32:45.446;0:27.322;0:46.753;0:51.035;;Robert Megennis;;GS;;CSM;Porsche;FCY;
2;1;52;3:20.792;0;;51.896;0;1:30.298;0;58.598;0;98.1;1:50:37.908;13:36:06.238;0:51.896;1:30.298;0:58.598;;Robert Megennis;;GS;;CSM;Porsche;GF;
2;1;53;2:01.707;0;;27.552;0;46.770;0;47.385;0;161.9;1:52:39.615;13:38:07.945;0:27.552;0:46.770;0:47.385;;Robert Megennis;;GS;;CSM;Porsche;GF;
2;1;54;1:58.180;0;;27.278;0;44.556;0;46.346;0;166.7;1:54:37.795;13:40:06.125;0:27.278;0:44.556;0:46.346;;Robert Megennis;;GS;;CSM;Porsche;GF;
2;1;55;2:03.024;0;;27.559;0;45.111;0;50.354;0;160.1;1:56:40.819;13:42:09.149;0:27.559;0:45.111;0:50.354;;Robert Megennis;;GS;;CSM;Porsche;FCY;
2;1;56;3:25.011;0;;48.705;0;1:19.356;0;1:16.950;0;96.1;2:00:05.830;13:45:34.160;0:48.705;1:19.356;1:16.950;;Robert Megennis;;GS;;CSM;Porsche;FCY;
2;1;57;3:25.828;0;;53.440;0;1:15.663;0;1:16.725;0;95.7;2:03:31.658;13:48:59.988;0:53.440;1:15.663;1:16.725;;Robert Megennis;;GS;;CSM;Porsche;FF;
27;1;1;2:02.777;0;;30.349;0;45.616;0;46.812;0;160.4;2:02.777;11:47:31.107;0:30.349;0:45.616;0:46.812;;Austin Krainz;;GS;;Auto Technic Racing;BMW;GF;
27;1;2;1:57.687;0;;27.284;0;44.325;0;46.078;0;167.4;4:00.464;11:49:28.794;0:27.284;0:44.325;0:46.078;;Austin Krainz;;GS;;Auto Technic Racing;BMW;GF;
27;1;3;2:29.074;0;;30.463;0;1:00.377;0;58.234;0;132.1;6:29.538;11:51:57.868;0:30.463;1:00.377;0:58.234;;Austin Krainz;;GS;;Auto Technic Racing;BMW;FCY;
27;1;4;3:06.205;0;;44.077;0;1:17.535;0;1:04.593;0;105.8;9:35.743;11:55:04.073;0:44.077;1:17.535;1:04.593;;Austin Krainz;;GS;;Auto Technic Racing;BMW;GF;
27;1;5;1:58.948;0;;27.363;0;45.083;0;46.502;0;165.6;11:34.691;11:57:03.021;0:27.363;0:45.083;0:46.502;;Austin Krainz;;GS;;Auto Technic Racing;BMW;GF;
27;1;6;1:57.602;0;;27.206;0;44.464;0;45.932;0;167.5;13:32.293;11:59:00.623;0:27.206;0:44.464;0:45.932;;Austin Krainz;;GS;;Auto Technic Racing;BMW;GF;
27;1;7;1:57.907;0;;27.189;0;44.522;0;46.196;0;167.1;15:30.200;12:00:58.530;0:27.189;0:44.522;0:46.196;;Austin Krainz;;GS;;Auto Technic Racing;BMW;GF;
27;1;8;1:57.498;0;;27.258;0;44.246;0;45.994;0;167.6;17:27.698;12:02:56.028;0:27.258;0:44.246;0:45.994;;Austin Krainz;;GS;;Auto Technic Racing;BMW;GF;
27;1;9;1:57.504;0;;27.192;0;44.407;0;45.905;1;167.6;19:25.202;12:04:53.532;0:27.192;0:44.407;0:45.905;;Austin Krainz;;GS;;Auto Technic Racing;BMW;GF;
27;1;10;1:57.790;0;;27.298;0;44.094;1;46.398;0;167.2;21:22.992;12:06:51.322;0:27.298;0:44.094;0:46.398;;Austin Krainz;;GS;;Auto Technic Racing;BMW;GF;
27;1;11;1:57.890;0;;27.337;0;44.427;0;46.126;0;167.1;23:20.882;12:08:49.212;0:27.337;0:44.427;0:46.126;;Austin Krainz;;GS;;Auto Technic Racing;BMW;GF;
27;1;12;1:58.022;0;;27.422;0;44.502;0;46.098;0;166.9;25:18.904;12:10:47.234;0:27.422;0:44.502;0:46.098;;Austin Krainz;;GS;;Auto Technic Racing;BMW;GF;
27;1;13;1:57.805;0;;27.301;0;44.493;0;46.011;0;167.2;27:16.709;12:12:45.039;0:27.301;0:44.493;0:46.011;;Austin Krainz;;GS;;Auto Technic Racing;BMW;GF;
27;1;14;1:57.648;0;;27.215;0;44.384;0;46.049;0;167.4;29:14.357;12:14:42.687;0:27.215;0:44.384;0:46.049;;Austin Krainz;;GS;;Auto Technic Racing;BMW;GF;
27;1;15;1:57.865;0;;27.345;0;44.441;0;46.079;0;167.1;31:12.222;12:16:40.552;0:27.345;0:44.441;0:46.079;;Austin Krainz;;GS;;Auto Technic Racing;BMW;GF;
27;1;16;1:58.407;0;;27.138;1;45.068;0;46.201;0;166.4;33:10.629;12:18:38.959;0:27.138;0:45.068;0:46.201;;Austin Krainz;;GS;;Auto Technic Racing;BMW;GF;
27;1;17;1:57.836;0;;27.258;0;44.327;0;46.251;0;167.2;35:08.465;12:20:36.795;0:27.258;0:44.327;0:46.251;;Austin Krainz;;GS;;Auto Technic Racing;BMW;GF;
27;1;18;1:57.948;0;;27.344;0;44.521;0;46.083;0;167.0;37:06.413;12:22:34.743;0:27.344;0:44.521;0:46.083;;Austin Krainz;;GS;;Auto Technic Racing;BMW;GF;
27;1;19;1:57.846;0;;27.331;0;44.465;0;46.050;0;167.2;39:04.259;12:24:32.589;0:27.331;0:44.465;0:46.050;;Austin Krainz;;GS;;Auto Technic Racing;BMW;GF;
27;1;20;2:11.131;0;B;27.321;0;44.560;0;59.250;0;150.2;41:15.390;12:26:43.720;0:27.321;0:44.560;0:59.250;;Austin Krainz;;GS;;Auto Technic Racing;BMW;GF;
27;2;21;2:57.745;0;;1:26.348;0;45.238;0;46.159;0;110.8;44:13.135;12:29:41.465;1:26.348;0:45.238;0:46.159;;Stevan McAleer;0:01:17.164;GS;;Auto Technic Racing;BMW;GF;
27;2;22;1:56.985;0;;27.248;0;44.138;0;45.599;0;168.4;46:10.120;12:31:38.450;0:27.248;0:44.138;0:45.599;;Stevan McAleer;;GS;;Auto Technic Racing;BMW;GF;
27;2;23;1:56.421;2;;27.071;0;43.866;0;45.484;2;169.2;48:06.541;12:33:34.871;0:27.071;0:43.866;0:45.484;;Stevan McAleer;;GS;;Auto Technic Racing;BMW;GF;
27;2;24;1:56.911;0;;27.422;0;43.875;0;45.614;0;168.5;50:03.452;12:35:31.782;0:27.422;0:43.875;0:45.614;;Stevan McAleer;;GS;;Auto Technic Racing;BMW;GF;
27;2;25;1:56.474;0;;27.139;0;43.773;2;45.562;0;169.1;51:59.926;12:37:28.256;0:27.139;0:43.773;0:45.562;;Stevan McAleer;;GS;;Auto Technic Racing;BMW;GF;
27;2;26;1:56.977;0;;27.149;0;44.178;0;45.650;0;168.4;53:56.903;12:39:25.233;0:27.149;0:44.178;0:45.650;;Stevan McAleer;;GS;;Auto Technic Racing;BMW;GF;
27;2;27;2:13.079;0;;27.706;0;47.866;0;57.507;0;148.0;56:09.982;12:41:38.312;0:27.706;0:47.866;0:57.507;;Stevan McAleer;;GS;;Auto Technic Racing;BMW;FCY;
27;2;28;2:44.595;0;B;36.789;0;53.261;0;1:14.545;0;119.7;58:54.577;12:44:22.907;0:36.789;0:53.261;1:14.545;;Stevan McAleer;;GS;;Auto Technic Racing;BMW;FCY;
27;2;29;3:04.651;0;;1:09.960;0;48.759;0;1:05.932;0;106.7;1:01:59.228;12:47:27.558;1:09.960;0:48.759;1:05.932;;Stevan McAleer;0:00:57.337;GS;;Auto Technic Racing;BMW;FCY;
27;2;30;2:47.035;0;;34.340;0;57.891;0;1:14.804;0;117.9;1:04:46.263;12:50:14.593;0:34.340;0:57.891;1:14.804;;Stevan McAleer;;GS;;Auto Technic Racing;BMW;FCY;
27;2;31;2:59.818;0;;52.715;0;1:13.335;0;53.768;0;109.5;1:07:46.081;12:53:14.411;0:52.715;1:13.335;0:53.768;;Stevan McAleer;;GS;;Auto Technic Racing;BMW;GF;
27;2;32;1:58.465;0;;27.569;0;45.444;0;45.452;0;166.3;1:09:44.546;12:55:12.876;0:27.569;0:45.444;0:45.452;;Stevan McAleer;;GS;;Auto Technic Racing;BMW;GF;
27;2;33;1:57.248;0;;27.052;0;44.144;0;46.052;0;168.0;1:11:41.794;12:57:10.124;0:27.052;0:44.144;0:46.052;;Stevan McAleer;;GS;;Auto Technic Racing;BMW;GF;
27;2;34;1:57.610;0;;27.107;0;44.584;0;45.919;0;167.5;1:13:39.404;12:59:07.734;0:27.107;0:44.584;0:45.919;;Stevan McAleer;;GS;;Auto Technic Racing;BMW;GF;
27;2;35;1:57.537;0;;27.082;0;44.367;0;46.088;0;167.6;1:15:36.941;13:01:05.271;0:27.082;0:44.367;0:46.088;;Stevan McAleer;;GS;;Auto Technic Racing;BMW;GF;
27;2;36;1:57.255;0;;27.123;0;44.200;0;45.932;0;168.0;1:17:34.196;13:03:02.526;0:27.123;0:44.200;0:45.932;;Stevan McAleer;;GS;;Auto Technic Racing;BMW;GF;
27;2;37;1:57.235;0;;27.293;0;44.133;0;45.809;0;168.0;1:19:31.431;13:04:59.761;0:27.293;0:44.133;0:45.809;;Stevan McAleer;;GS;;Auto Technic Racing;BMW;GF;
27;2;38;1:57.114;0;;27.104;0;44.151;0;45.859;0;168.2;1:21:28.545;13:06:56.875;0:27.104;0:44.151;0:45.859;;Stevan McAleer;;GS;;Auto Technic Racing;BMW;GF;
27;2;39;1:57.376;0;;27.225;0;44.136;0;46.015;0;167.8;1:23:25.921;13:08:54.251;0:27.225;0:44.136;0:46.015;;Stevan McAleer;;GS;;Auto Technic Racing;BMW;GF;
27;2;40;1:57.387;0;;27.222;0;44.341;0;45.824;0;167.8;1:25:23.308;13:10:51.638;0:27.222;0:44.341;0:45.824;;Stevan McAleer;;GS;;Auto Technic Racing;BMW;GF;
27;2;41;1:57.259;0;;27.210;0;44.344;0;45.705;0;168.0;1:27:20.567;13:12:48.897;0:27.210;0:44.344;0:45.705;;Stevan McAleer;;GS;;Auto Technic Racing;BMW;GF;
27;2;42;1:57.527;0;;27.185;0;44.456;0;45.886;0;167.6;1:29:18.094;13:14:46.424;0:27.185;0:44.456;0:45.886;;Stevan McAleer;;GS;;Auto Technic Racing;BMW;GF;
27;2;43;1:57.771;0;;27.269;0;44.422;0;46.080;0;167.3;1:31:15.865;13:16:44.195;0:27.269;0:44.422;0:46.080;;Stevan McAleer;;GS;;Auto Technic Racing;BMW;GF;
27;2;44;1:58.045;0;;27.282;0;44.580;0;46.183;0;166.9;1:33:13.910;13:18:42.240;0:27.282;0:44.580;0:46.183;;Stevan McAleer;;GS;;Auto Technic Racing;BMW;GF;
27;2;45;1:57.655;0;;27.161;0;44.500;0;45.994;0;167.4;1:35:11.565;13:20:39.895;0:27.161;0:44.500;0:45.994;;Stevan McAleer;;GS;;Auto Technic Racing;BMW;GF;
27;2;46;1:57.598;0;;27.229;0;44.406;0;45.963;0;167.5;1:37:09.163;13:22:37.493;0:27.229;0:44.406;0:45.963;;Stevan McAleer;;GS;;Auto Technic Racing;BMW;GF;
27;2;47;1:57.297;0;;27.133;0;44.352;0;45.812;0;167.9;1:39:06.460;13:24:34.790;0:27.133;0:44.352;0:45.812;;Stevan McAleer;;GS;;Auto Technic Racing;BMW;GF;
27;2;48;1:57.611;0;;27.111;0;44.479;0;46.021;0;167.5;1:41:04.071;13:26:32.401;0:27.111;0:44.479;0:46.021;;Stevan McAleer;;GS;;Auto Technic Racing;BMW;GF;
27;2;49;1:57.655;0;;27.078;0;44.479;0;46.098;0;167.4;1:43:01.726;13:28:30.056;0:27.078;0:44.479;0:46.098;;Stevan McAleer;;GS;;Auto Technic Racing;BMW;GF;
27;2;50;1:57.024;0;;27.183;0;44.159;0;45.682;0;168.3;1:44:58.750;13:30:27.080;0:27.183;0:44.159;0:45.682;;Stevan McAleer;;GS;;Auto Technic Racing;BMW;GF;
27;2;51;2:11.078;0;;27.128;0;44.740;0;59.210;0;150.3;1:47:09.828;13:32:38.158;0:27.128;0:44.740;0:59.210;;Stevan McAleer;;GS;;Auto Technic Racing;BMW;FCY;
27;2;52;3:26.296;0;;53.584;0;1:30.759;0;1:01.953;0;95.5;1:50:36.124;13:36:04.454;0:53.584;1:30.759;1:01.953;;Stevan McAleer;;GS;;Auto Technic Racing;BMW;GF;
27;2;53;1:59.058;0;;27.541;0;45.712;0;45.805;0;165.5;1:52:35.182;13:38:03.512;0:27.541;0:45.712;0:45.805;;Stevan McAleer;;GS;;Auto Technic Racing;BMW;GF;
